conversation_id,category,turn,veracity_score,error_type,input,output,reasoning
9ac2373c-681c-4d8d-aa46-cf9caff069f2,mail_in,3,60,date/location error,Are there any deadlines I need to be aware of for switching from mail-in to in-person voting?,"There isn’t a separate switch deadline. You can vote in person during Early Voting or on Election Day, but you’ll need to cast a provisional ballot if you previously requested a mail-in ballot. [Ensuring Verification and Citizenship Integrity](https://elections.maryland.gov/press_room/documents/2026/Ensuring_Verification_and_Citizenship_Integrity.pdf)[Mail-in Voting](https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html)

If you want to stop receiving mail-in ballots or update your info, you can cancel the request or update your records via Voter Registration Update or your local Board of Elections. [Mail-in Voting](https://mcg.montgomerycountymd.gov/elections/vote-by-mail.html)

For context, the deadline to request a web-delivery mail-in ballot is June 19. [Ensuring Verification and Citizenship Integrity](https://elections.maryland.gov/press_room/documents/2026/Ensuring_Verification_and_Citizenship_Integrity.pdf)","Parts of the answer are correct (e.g., June 19, 2026 online mail-in ballot request deadline), but it incorrectly says there is no separate switch deadline; Montgomery County’s official pages outline a cancellation process with deadlines (online cancellation available up to about 3 weeks before Election Day and a last-day-of-early-voting deadline to cancel and vote in person), and whether you use a provisional ballot depends on whether you cancel your mail-in ballot."
a87e57b8-85cc-4a85-8266-509a58b4795a,eligibility,2,40,date/location error,What happens if I miss that deadline to provide proof of residency?,You can update your voter registration information online here: https://voterservices.elections.maryland.gov/OnlineVoterUpdate/InstructionsStep1,"The assistant's answer only provided an online update link and did not address the consequences of missing the residency proof deadline; Maryland sources show an advance registration deadline (June 2, 2026) with possibility to register and vote during early voting (June 11–18, 2026) or Election Day (June 23, 2026) with same-day registration and proof of residency."
a87e57b8-85cc-4a85-8266-509a58b4795a,eligibility,3,60,date/location error,"If I miss the deadline, can I still vote in the primary election or will I be disqualified?","From the sources you provided:

- The materials discuss voter eligibility and the provisional voting process, but they do not describe any exception that lets someone vote in the primary if they miss the registration deadline. They do, however, explain how provisional ballots work if there are eligibility questions at the polls (they’re counted after eligibility is reviewed) [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html), [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html). They also cover general registration eligibility (citizenship, Maryland residency, age) but not specific deadline rules [Introduction](https://elections.maryland.gov/voter_registration/index.html).

- If you show up and there’s an eligibility issue, you may be offered a provisional ballot, which will be counted if you meet all eligibility requirements after review [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html), [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html).

For the exact deadline and any possible same-day options, please check the Maryland State Board of Elections or your local county elections office.","The assistant incorrectly claimed there is no exception to vote if you miss the registration deadline; Maryland's early voting pages explicitly allow eligible but unregistered voters to register and vote during early voting, making that key point inaccurate while other statements (provisional voting, general eligibility) are correct."
aa230ae4-5158-45af-a02f-d4a3e80f6afc,procedural,0,20,date/location error,Hey! Do you know when the 2026 Maryland Primary Election is scheduled?,"The exact date isn’t listed in the provided Maryland State Board of Elections reports. They reference the 2026 Primary Election but don’t give a specific date. [State Administrator's Report- March 26, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2175606069496), [State Administrator's Report- May 28, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2246330483012), [State Administrator's Report- March 26, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2175606069496), [State Administrator's Report- February 19, 2026](https://mdsbe.app.box.com/s/ly67mqf875239kr4otek9phuueqzxw3r/file/2137782796757)

If you’d like, I can look up the official date on the Maryland State Board of Elections site.","Verified sources show the 2026 Maryland gubernatorial primary date is June 23, 2026 (elections.maryland.gov and Montgomery County Elections pages); the assistant's claim that no exact date was listed in the referenced reports is incorrect."
b5d88488-11b6-4f8e-8d57-d6620d92220c,results_integrity,3,60,other,What’s the process for addressing complaints? Are there any specific steps I need to follow?,"Here’s a straightforward process you can follow:

- Step 1: Document the issue with as many details as possible (what happened, where, when, who was involved, and any supporting materials).

- Step 2: Contact your local Board of Elections (county or Baltimore City) to report the concern. You can find local contact information at vote.md.gov/search or via the local election locations page (vote2026). [Mail In Ballot Application Spanish](https://elections.maryland.gov/voting/documents/Mail_In_Ballot_Application-Spanish.pdf), [SBE Deadline Mail In Ballot](https://elections.maryland.gov/press_room/documents/2026/SBE_Deadline_Mail_In_Ballot.pdf)

- Step 3: If the local board doesn’t resolve the issue, escalate to the Maryland State Board of Elections (SBE). Use official channels:
  - Toll-free: 1-800-222-8683
  - Fax: 410-974-2019
  - Mailing address: 151 West Street, Suite 200, Annapolis, MD 21401
  - MD Relay Service: 800-735-2258
  These contact options are provided for state-level concerns. [SBE Deadline Mail In Ballot](https://elections.maryland.gov/press_room/documents/2026/SBE_Deadline_Mail_In_Ballot.pdf)

- Step 4: Keep records of all communications and any responses you receive. Follow up as needed through the same official channels.","Step 2 misstates the official filing path (local boards vs. SBE; it suggests vote.md.gov/search), while the Maryland guidance requires filing with the State Board of Elections and sending copies to local boards; other elements (60-day filing window and SBE contact options) align with official guidance."
b8fd5867-c68b-47d3-9b8d-df6d8e8742c6,eligibility,2,60,date/location error,What if I don’t have any valid ID or documents dated within the last 3 months? What can I do then?," Maryland requires either a current ID or proof of your address dated within the last 3 months to have your ballot counted. If you don’t have any valid ID or documents dated in the last 3 months, there isn’t an alternate option listed to count your ballot. The path to a counted ballot is to provide one of the acceptable items by the deadline (10 am on the 2nd Wednesday after election day) or vote provisionally and then provide the ID/proof by that deadline to have the provisional ballot counted. If you are challenged, the ballot can count if the board verifies your identity. [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)(https://elections.maryland.gov/voting/provisional_voting.html) [Provisional Voting](https://elections.maryland.gov/voting/provisional_voting.html)(https://elections.maryland.gov/voting/provisional_voting.html)","The response correctly states the 3-month rule for proofs of residency and the provisional ballot pathway with the deadline, but it incorrectly asserts there is no alternate option if you lack ID or 3-month documents; Maryland provides provisional voting and ID/residency proof options that can count the ballot."
d0dc8e9c-e2df-45df-9e6f-f24ffa9f9dfb,eligibility,2,60,date/location error,Do I need to update my voter registration if I move again after I register?,You can update your voter registration information online here: https://voterservices.elections.maryland.gov/OnlineVoterUpdate/InstructionsStep1,"Maryland's official site confirms online voter registration updates via the Online Voter Update system, but the exact URL provided (/OnlineVoterUpdate/InstructionsStep1) isn’t verifiably official, and the answer omits alternative update methods and deadlines."
d6a1522d-5eb5-4527-93a3-8f6b29e1c324,results_integrity,1,65,date/location error,What are the criteria for requesting a recount?,"In Maryland, the exact criteria are set by the Maryland State Board of Elections and can vary by race and jurisdiction. Typically, a recount request is allowed when the race is very close, and you must file by a deadline after results are certified. A fee or bond may be required, and the Board will determine whether to grant the recount.

If you’d like, I can look up the precise thresholds, deadlines, and fees for your specific race. Tell me the office and county (and the election date).","The response correctly notes that Maryland recount criteria are set by the State Board and depend on the closeness of the race and filing deadlines, but it omits key specifics (e.g., a 3-day petition deadline after certification for single-county contests and a 5% margin threshold) and does not state the bond/cost requirements and the recount options described in the official recount guide."
dd67931f-a6a7-4849-8c32-2bca113c233c,mail_in,1,40,other,Are there any hotlines or resources available that I can call for immediate assistance if I run into problems?,"The materials you provided don’t list any hotline numbers.

For immediate help, contact:
- Your local county board of elections
- Maryland State Board of Elections (Election Reform)

If you want, tell me your county and I can look up the exact contact info.","The assistant claimed there were no hotline numbers; Montgomery County Board of Elections lists a 24-hour hotline (240-777-VOTE) and the Maryland State Board of Elections lists main contact numbers (410-269-2840 and 800-222-8683); it also refers to the State Board as 'Election Reform,' which is not its official name."
e67a2c78-ecf4-435f-aa49-cc8986886d67,mail_in,3,60,other,How can I verify that my ballot was received and accepted?,"You can verify receipt and acceptance by:

- Ballot tracking: If your county offers a ballot-tracking portal, you can check whether your ballot was received and counted.

- Contact the local Board of Elections: Call or email to confirm that your ballot was received and whether it was accepted. They can explain any issues (e.g., signatures, missing pages) and next steps.

- In-person or drop box receipts: If you returned in person or at a ballot drop box, ask for confirmation or a receipt.

- Provisional ballot if needed: If there’s an issue with your mail ballot, you may be offered a provisional ballot at a polling place.

If you tell me your county, I can link you to the exact tracking page and contact info.","Ballot tracking (MCBOE) and provisional voting (MD SBOE) are accurately reflected; contact information for the local Board of Elections is also correct. However, the claim that voters can receive a receipt for ballot drop-offs is not clearly supported by official sources."
e7dbfc1e-94bc-41a3-88a2-3a41de3c6007,results_integrity,2,40,date/location error,What information do I need to track it? Do I need anything specific besides my name and date of birth?,You can look up your voter registration information using the official Maryland Voter Search tool here: https://voterservices.elections.maryland.gov/VoterSearch,"The assistant claimed only a name and date of birth are needed to look up voter registration; the official Maryland Voter Lookup also requires the street number and 5-digit ZIP code (with middle initial optional), so the claim is inaccurate."
e8bca5d8-b6aa-412f-bc8b-fd83895daa0b,eligibility,1,40,date/location error,How do I update my address if I can't access the online system?,You can update your voter registration information online here: https://voterservices.elections.maryland.gov/OnlineVoterUpdate/InstructionsStep1,"The Maryland official guidance does confirm an online Voter Update option, but for a user who cannot access online systems offline methods (mail-in or in-person via the local Board of Elections) exist and were not addressed; additionally, the specific URL path 'InstructionsStep1' may not be the correct or current update page."
